,filename,cough_detected,duration,status,status_SSL,anomaly
439,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0333e0a7-ea84-41c2-b751-c0fbd89e0e4f.webm,0.5698,2.509342403628118,,,
448,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0340dbec-da99-4d4f-b8ad-a6a31dee2ca6.webm,0.9795,0.5366439909297052,,,
455,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/034a2518-6303-455a-b6d9-896bc567e95e.webm,0.9308,0.4346938775510204,,,
457,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/034ab194-1af2-4f3c-9128-1b82d9f2d98e.webm,0.9812,0.4643990929705215,,,
458,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0352b80b-3c92-44f2-abbf-d6c056e02ee9.webm,0.7897,1.118095238095238,,,
459,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0353cddc-29b3-48e2-bb6b-2293b9fabf96.ogg,0.7683,2.9803174603174605,,,
460,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0354141d-4bdf-4270-91b2-e8811714f328.webm,0.773,3.3081179138321994,,,
471,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0369c200-4fd5-472f-a04b-415ca091901f.webm,0.9778,2.521315192743764,,,
493,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0397e4f9-19a2-43fa-8924-b5e135e1d7ae.webm,0.9828,1.6456689342403628,,,
494,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/039a9170-b492-45bf-9289-29b863f3fc81.webm,0.9823,1.6327437641723357,,,
495,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/039d4fc1-28f7-4b06-bcaa-0de5d48e69c8.webm,0.9978,1.2766439909297052,,,
500,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03ad0e21-81ba-4617-a218-3070ebe69e3d.webm,0.6635,4.935011337868481,,,
515,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03c95fac-9565-4a1a-ada2-0bde9f9fc320.webm,0.4997,2.6754195011337867,,,
531,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03e6943b-c3e6-420d-8ded-a667f4ddc565.webm,0.3816,1.7136054421768707,,,
536,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03ef96d6-e234-455e-aca1-3525b4b6c392.webm,0.8241,0.6098412698412699,,,
538,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03f8bed9-cf24-46bb-9ef4-636ae9dcd343.webm,0.986,0.4741950113378684,,,
555,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/041b02e6-2228-47df-9e5a-11898dd78b4b.webm,0.9676,0.7763265306122449,,,
560,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/042bc0d7-a5c7-4898-a5a7-0ccaa37af420.webm,0.5131,4.846122448979592,,,
562,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/042d1e63-ae29-4a23-b290-82a148b089a7.ogg,0.7516,0.6965986394557823,,,
564,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0430faa0-34f5-4fbc-ac29-e339303d4fdf.wav,0.8786,0.6687981859410431,,,
565,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/043490d6-0066-4403-8c73-c96accfe664b.webm,0.9522,0.943764172335601,,,
584,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/045e4374-a671-4b01-bd12-00450c9f12e9.webm,0.9624,0.5061224489795918,,,
585,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/045eb02b-8fff-4e2a-af69-3f1e6e300314.webm,0.9914,1.6541496598639456,,,
588,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/046167aa-fb52-4182-9c95-5c4df88bb910.webm,0.5594,0.8500680272108844,,,
589,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04631973-4576-4f42-a428-9a1ebc35ef7d.webm,0.9667,0.6333333333333333,,,
596,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/046f2601-fe31-4480-96d6-4f3b7144f821.webm,0.58,1.4923809523809524,,,
602,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04778d3e-da84-4727-89aa-ead32cd84f19.webm,0.9381,4.43655328798186,,,
605,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/047c9119-efff-4e8c-bc73-590abf907c63.webm,0.8159,0.7838548752834467,,,
611,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04931778-d627-4378-8e15-79f123a776e5.wav,0.7074,0.5529705215419501,,,
616,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/049f35fd-d793-4879-b888-ee12e6242f37.webm,0.9871,1.812517006802721,,,
621,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04a67611-1458-4270-990e-6aa64e6bcef5.webm,0.9987,1.4491609977324262,,,
623,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04a70241-004c-4d40-9151-829edf4f9a24.webm,0.9571,1.401360544217687,,,
628,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04b1785d-605e-4028-b5a7-173d05c923f9.webm,0.9823,2.822766439909297,,,
638,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04c3d6a6-4773-4544-97aa-e25058686a0e.webm,0.9213,0.8601360544217687,,,
642,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04cbcf6f-5f10-446a-8611-f7ce58ad352c.webm,0.3873,1.039591836734694,,,
653,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04e83821-5ff3-41fe-9b5d-034f5d4d885c.webm,0.9068,2.646712018140589,,,
656,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/04f0e019-d9d2-4dcd-b49b-6174d689287b.webm,0.9898,2.4183673469387754,,,
661,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05010000-fdb0-4c15-b828-616402d0d17e.webm,0.9113,1.1629931972789116,,,
666,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/050f1a15-36d3-4116-96e5-cd6dbf703530.webm,0.4893,0.5749206349206349,,,
670,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05156104-ac89-477c-b46d-9cf84636236c.webm,0.792,4.11546485260771,,,
671,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05183d44-cf30-4047-aa37-0bfa72fe4d30.webm,0.991,1.4360090702947843,,,
674,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/051c8fc4-0fbc-450d-aeea-df25bebdb18c.webm,0.9263,0.896734693877551,,,
675,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/051e4b7c-a3a2-49c3-b3e8-e31099e5a932.webm,0.9947,0.6807709750566894,,,
678,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05262cfb-48fe-44c2-b303-56c9d5a4534d.webm,0.9981,1.3007256235827664,,,
688,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0537bff1-3559-41a7-9ac3-b050130bf82b.webm,0.9878,2.893877551020408,,,
697,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05448e18-d176-42a9-aa7e-33f1711911f7.webm,0.5852,0.3947392290249433,,,
704,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/054f357f-9089-4343-94f6-09c1b16d10ba.webm,0.9901,1.4296145124716553,,,
705,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05507eef-9568-44f0-8e80-e95c137903f4.webm,0.9717,2.314104308390023,,,
706,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0553e2c4-dbe4-4f37-8685-887e17a63a8e.webm,0.9899,1.7782312925170067,,,
710,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05565509-d28c-4d2a-9326-25f99afa7fcf.webm,0.9956,1.3059863945578232,,,
713,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/055dea93-51f5-4ec6-a6ee-1d2551e9a048.webm,0.9967,1.0124263038548753,,,
718,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0567082b-6e02-4f22-931f-18fc256667ce.webm,0.9754,0.8591383219954648,,,
729,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05883807-4893-4a37-9db7-b4815b4f22fe.webm,0.9897,1.445124716553288,,,
734,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/058dc7ae-8ddc-4718-a93b-34d115a19b10.webm,0.8283,0.4643990929705215,,,
751,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05aa99b5-8d64-4d04-8f5d-a2a32ac5fe94.webm,0.9913,1.266122448979592,,,
753,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05ac39f1-b29c-477c-8386-9083e29ae8f7.webm,0.7039,2.440997732426304,,,
755,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05adce1a-2129-4f5d-9669-a5c0a1f5f431.ogg,0.5503,1.2814965986394558,,,
756,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05b7bdc8-e278-48de-affb-acd93791a873.webm,0.9488,1.3379138321995463,,,
782,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05e30a14-5dee-4e61-b248-f49b1b4ad4dd.webm,0.9829,0.903718820861678,,,
797,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05fcd4e7-9ed6-4ed6-ae56-333af5aefd6d.webm,0.9425,2.082267573696145,,,
798,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/05fd0bcc-c0b4-4d2a-ad69-39420fd5de94.webm,0.959,0.5804988662131519,,,
808,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06144bba-80b2-4132-aa15-8bae41e48c9f.webm,0.9881,0.9302947845804987,,,
812,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06242f43-3250-4995-b226-ac49448fae01.webm,0.6659,0.4723809523809524,,,
813,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0625295b-3d0f-416d-9642-94966f083fb6.webm,0.4595,0.986938775510204,,,
818,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/062c5731-0937-4f1c-8222-fd80b16f310d.webm,0.9538,0.5624036281179138,,,
826,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/063986a3-8766-4584-aab6-06495a8cd9c4.webm,0.9791,1.3233106575963718,,,
835,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06490dff-c979-43cf-8b45-2d820874684d.webm,0.578,1.5977777777777775,,,
852,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/067d3e42-427d-4b57-bc26-783b11c11939.webm,0.9617,0.876734693877551,,,
857,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/068caea6-96e8-482d-b53e-9d4d48bae595.wav,0.9941,0.4536054421768707,,,
861,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0690849b-1de5-44b7-bf7e-f2e5d574f44e.ogg,0.5661,1.705532879818594,,,
865,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/069ae431-30e2-46ae-98b9-c2e6183b6356.webm,0.871,0.8028571428571428,,,
869,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06a017b7-3bf9-44d2-be83-42d7761778d1.webm,0.9916,2.080136054421769,,,
873,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06a4e544-d7e6-42b3-b484-9263a00c1030.wav,0.9737,2.434421768707483,,,
875,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06a8ccad-3f53-4665-a418-2713596f0672.webm,0.9465,0.415328798185941,,,
878,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06afeb36-c7d4-434e-8f55-a8844a733901.webm,0.9833,2.970068027210884,,,
882,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06b56e5a-a581-45e9-a746-de8e94d9d9d6.webm,0.9805,1.5912925170068026,,,
886,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06c38629-33f6-4567-9764-e3f5847663dc.wav,0.8283,1.7825396825396826,,,
890,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06cb0167-f7f3-41d8-9f4d-b9d98f38a251.webm,0.9975,1.5652607709750568,,,
893,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06d775c2-628a-4184-ba65-b0c8b05893b2.webm,0.9751,4.415192743764172,,,
898,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/06e19cfa-165a-4e45-9180-dceefbe94db8.webm,0.9315,2.498775510204082,,,
919,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07088239-9c6e-4e69-9d7e-6d01c6e1f20c.webm,0.79,1.695419501133787,,,
936,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/072a5281-e989-42ca-81e1-e22edb839fb5.webm,0.5063,0.4289342403628118,,,
940,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/073543e2-8675-415d-bbb8-d63a4bfc9128.wav,0.5037,0.3933786848072562,,,
948,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0741b646-894f-41fa-a1dd-fe0e100fc9eb.webm,0.9022,1.4164172335600906,,,
959,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0758f54f-ba9d-4ac2-b4bd-8466ca65905c.webm,0.9891,1.6205442176870748,,,
968,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/076976aa-90d0-47fb-a855-b433210e1943.webm,0.6224,1.0742403628117914,,,
971,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/076f59de-0637-4ee1-951c-f2e0784e8a53.webm,0.9884,1.0089795918367348,,,
978,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0781ff8a-3b0f-451b-920c-dd43328d56d4.webm,0.6257,5.28,,,
985,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/078e7a82-f99f-40d1-b4f7-3e983ba1184d.webm,0.9688,1.9593197278911565,,,
986,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/078e7b5d-4c60-451a-b5a5-ff90ca220aba.webm,0.9978,1.3305215419501133,,,
987,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0792759a-37b5-414a-a1e6-f34aa944e28f.webm,0.9716,3.053560090702948,,,
988,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0797f05b-5b4b-4c63-8834-9ebaba94a0dd.webm,0.9847,0.6501587301587302,,,
1005,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07bd3353-49b4-4bf7-8bbd-c2c891f5a0f2.webm,0.5649,2.798140589569161,,,
1011,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07c2becb-f533-460e-9d43-8bbce332a9c3.webm,0.5162,1.499909297052154,,,
1016,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07cc6177-40df-4ef1-b11d-26b13e622473.wav,0.7676,0.7845351473922902,,,
1017,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07d08674-978e-45e5-8b76-c96961656880.webm,0.5978,1.0214512471655328,,,
1023,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07dc8748-2498-4e20-b322-03cae7dc306e.webm,0.9441,1.2825396825396826,,,
1024,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07df9613-e8e2-49c1-8e67-00f4baef27e7.webm,0.6897,1.7183673469387757,,,
1026,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07e0a829-aefd-4087-aefa-92d98c29e102.webm,0.9768,0.4759637188208617,,,
1033,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07e5e50e-200b-4280-a8f7-8736a24d5a9f.webm,0.8286,0.9035374149659864,,,
1039,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07ee327d-632f-45f4-aeee-0a5430fd79b7.webm,0.9904,1.5994104308390025,,,
1048,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/07fd8cbd-4198-4bfe-b024-32d1ec9de1c0.webm,0.6289,3.2239455782312927,,,
1051,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/08007ddf-d099-48ad-b8fb-7a469d3e0d9a.webm,0.5882,2.5932426303854874,,,
