,filename,cough_detected,duration,status,status_SSL,anomaly
68,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0084c60b-ea8d-4361-bedb-b230f8b67cec.webm,0.9128,2.3067120181405896,,,
69,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/008aaff4-2eb7-4c75-b6ee-83b0d8004b0b.webm,0.0294,0.2089795918367347,,,
72,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/008fb957-2215-4c85-ad85-1eb0451e0895.webm,0.0564,7.809795918367347,,,
74,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/009304e3-ce74-4ee5-8278-729982451539.webm,0.0236,6.24734693877551,,,
75,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0096a99b-8f20-4bd5-9738-eee7f9fed1d6.webm,0.9943,1.27156462585034,,,
77,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00981334-b1be-44f7-9d80-9318ebebc618.webm,0.1701,2.179002267573696,,,
78,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00989cdb-ba34-413f-9c0a-ffa6864bf54e.webm,0.6856,2.2970521541950117,,,
81,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/009bf244-d6a7-4070-8412-21cd506aed62.webm,0.0884,4.771791383219955,,,
83,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/009e677f-e0ed-4765-9f9e-db3fff3921a3.ogg,0.9911,1.203310657596372,,,
86,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00a1e1ea-9725-47fb-ad18-b17a30b3a145.wav,0.0213,0.2609523809523809,,,
89,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00a4e142-2ae1-401e-8319-837e512b1281.webm,0.9926,3.4949659863945577,,,
94,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00b2a7e8-60ce-488d-9fcf-6b5946d4bbc9.webm,0.9504,0.6182312925170068,,,
95,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00b38e22-dbb8-4da9-abed-5ddb6df9f287.wav,0.9648,0.5417687074829932,,,
97,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00be6c44-dbc4-4701-b4c5-6b5c6bbf212e.ogg,0.0373,2.880453514739229,,,
107,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00cab9a7-6d1b-44ac-b2b0-3beefebee783.webm,0.0964,1.5238095238095235,,,
113,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00d90dc0-6441-4147-85f1-98a76b77e5a1.webm,0.0201,0.6580498866213151,,,
122,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00e92287-1088-4c8b-97fc-a8502fce4ede.wav,0.8699,1.553061224489796,,,
125,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00ee7bd5-3868-414a-ba0b-bdf060f8d0e3.webm,0.4639,0.1160997732426303,,,
134,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00fc3fbd-27fc-4d15-99c5-f49bf50be6ef.wav,0.9876,1.1657142857142857,,,
139,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/00ff6494-286b-4fec-9359-9a38ed18136d.wav,0.0111,1.3653514739229025,,,
146,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/010d8a17-18b2-43a7-930d-10aa72dd58d9.webm,0.9716,2.626621315192744,,,
147,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01113944-c83a-4c77-995c-361b0b2c45b9.webm,0.0116,6.26625850340136,,,
153,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/011eeb79-ef95-4f6a-92de-ed2659083fc9.webm,0.0602,9.96,,,
154,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01208e5c-5338-4f1b-b8c6-41c049e40d90.webm,0.9968,1.940498866213152,,,
159,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/012e446d-76e7-4b3e-850d-b654507606aa.webm,0.9673,1.5066666666666666,,,
162,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0135dd4a-d367-4f31-bd42-6a6bb4bb5283.webm,0.3576,1.456689342403628,,,
164,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0136ee86-9793-4a07-a350-0925b14cde40.webm,0.0122,0.5370068027210885,,,
169,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/013cb5f8-58ad-4865-afd5-f0d280f36a5e.webm,0.0361,2.3825396825396825,,,
171,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/013f9a30-9d4d-4df9-b338-468d2be6be37.webm,0.985,0.6836734693877551,,,
172,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/013fc0ea-3ae8-4c16-8efd-d597dcd9461d.webm,0.0029,0.567392290249433,,,
175,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01426da3-71a5-49d0-b153-65ce022a7e1d.webm,0.0821,1.9817687074829933,,,
178,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01464036-f2b4-4875-82f4-728d7e7279f0.webm,0.9415,1.9299319727891155,,,
182,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/014c19df-2fa1-4035-83aa-b1de288aaea0.wav,0.028,0.867482993197279,,,
183,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/015030c3-f8a5-4658-8727-5360e1e4737b.webm,0.9275,0.8261678004535148,,,
184,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0153da92-3e0e-414c-b0dc-92ef6c64c172.webm,0.922,0.7735600907029478,,,
186,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01567151-7bb2-45ee-9aa8-a1332b5941ea.webm,0.982,2.726167800453515,,,
187,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/015b8bd1-afe5-439a-a6e6-1547abdfdb30.webm,0.0391,0.724172335600907,,,
191,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0161037f-80f4-4dab-9ad7-832246c46196.webm,0.7335,0.5938775510204082,,,
194,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0161e3c5-b986-4ef1-9229-17306e8cfdbe.webm,0.4504,0.8016780045351474,,,
195,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0164fd10-73e3-48dd-b117-cdd576124e05.webm,0.0776,9.96,,,
200,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/016acd2d-7b88-43fe-a153-8194ecdb5a8d.wav,0.0661,0.1393197278911564,,,
201,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01723b00-382f-4089-a7c3-9c90b3ddad17.webm,0.997,0.8208616780045351,,,
203,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01743507-7a29-431a-9708-d9ec83385ccd.webm,0.993,1.1620861678004537,,,
212,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/018b40a1-c109-459a-9e31-86cbd2cb3918.webm,0.9869,2.046122448979592,,,
214,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/018bc2d1-2ae0-4e11-abab-50e1c75a2dcc.webm,0.3975,2.8012698412698414,,,
215,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/018c775d-71f3-47e0-8c8c-2f0c61b6789a.webm,0.0041,1.32,,,
219,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/019cca3c-dde0-455f-857b-d49b5f9d1037.wav,0.0089,0.8080272108843537,,,
220,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01a03fb2-2e31-48d7-9aea-9d7b03445fb4.webm,0.4136,4.816916099773243,,,
228,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01b1433f-24a2-4615-8847-5e4523aa6579.wav,0.9847,0.7977777777777778,,,
229,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01b24244-9b89-4a14-b935-4da842926267.webm,0.9872,4.158321995464853,,,
230,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01b3a185-348c-4846-beae-3ce47d8b2936.webm,0.0036,3.06,,,
239,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01c45518-51ca-4777-83cd-28d58a244739.webm,0.0479,1.781541950113379,,,
240,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01c68b01-eb16-48ca-acca-18ea8c463d2f.webm,0.0973,0.4179591836734694,,,
247,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01dc69c3-28eb-4b87-8b1d-1432724f6470.webm,0.9764,1.1145578231292517,,,
255,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01e92753-8737-447d-a8c6-d323b712b608.webm,0.9924,1.1345578231292517,,,
259,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01f2fe8f-9a7b-4ce7-8aaa-615fbe0426f7.webm,0.0893,8.94,,,
260,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01f3cf8f-60b3-43f0-904c-479506ba2852.webm,0.9874,1.9673015873015876,,,
261,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/01f63a0c-6a7d-4d35-a6ef-c166e0307f45.wav,0.4338,1.2112018140589569,,,
273,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0206b5b3-c28f-48d8-81e6-aeb0bc1abcd1.webm,0.8572,0.6565986394557823,,,
275,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02131fb6-024b-4849-a4d8-975527eb9d55.webm,0.0242,1.1695691609977323,,,
276,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0216f566-704e-4f87-9926-b3989146c315.webm,0.9477,0.693514739229025,,,
277,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/021cf608-64a3-4d76-a07b-c9f9dbd69ba5.webm,0.0726,3.565714285714286,,,
278,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/021de102-72c0-4808-b974-e21ca0371ce6.webm,0.9413,0.7710204081632653,,,
285,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022a48fe-8199-47a0-9459-ff3f4d2d91ed.wav,0.9961,1.745532879818594,,,
286,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022b94b7-7ceb-44bd-80f8-a4294416181b.webm,0.0622,1.2854875283446712,,,
287,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022c60f5-2f48-4930-bc87-805b8b1d8562.webm,0.6499,1.478185941043084,,,
288,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022cf32f-2f28-42b9-ad22-00660537eb01.webm,0.0066,0.4517006802721088,,,
290,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022e781f-1299-42be-93d5-ff337f96451a.webm,0.1187,0.4491609977324263,,,
291,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/022ecc3a-53f3-4621-b21b-1ac043e34911.webm,0.069,9.793560090702949,,,
296,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/023c64e4-a21b-4c5b-bd20-ffcf73c51fa4.wav,0.0367,1.152018140589569,,,
303,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/024cdc20-6630-406d-835b-4b0eb85fc8c0.webm,0.9108,2.575827664399093,,,
304,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/024d8b31-2df6-4bf4-88cd-1c9c253f22f4.webm,0.8283,2.793061224489796,,,
306,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/025519ad-0a49-4a52-a06d-1529eaf3de39.webm,0.9693,2.308616780045352,,,
311,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0258d823-7bdf-451a-9a6c-c48ec3ab3228.webm,0.9974,0.8126984126984127,,,
313,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/025a34b6-7c0b-48a7-9c4b-5941fd8bf10e.webm,0.1172,3.686984126984127,,,
326,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0274fb41-e143-4830-8d13-55f260f82b67.webm,0.112,3.274421768707483,,,
327,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/027656f4-a35e-4e62-b7ab-98600952c0a0.webm,0.0474,0.531156462585034,,,
328,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02770549-8cbb-4841-bf1f-1f5189a6b59b.webm,0.788,0.385578231292517,,,
337,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0286bc63-9d1a-4f12-888d-7c2dc6b2c3fb.webm,0.9882,0.5905215419501134,,,
340,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0288d081-951c-45f1-9fa6-9ce81a222716.ogg,0.0393,2.6999092970521543,,,
344,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/028f409d-595f-4ac7-8220-d40c8ea8f02f.ogg,0.8488,0.6112018140589569,,,
351,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0293d996-9612-4a60-bf82-60b9c5a023c3.webm,0.987,4.241043083900227,,,
358,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/029df1d4-19df-4838-825d-9fdd152ef47a.wav,0.868,0.5394104308390023,,,
360,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02a035e3-7f56-49a0-bc4b-8169d44e9926.webm,0.0169,0.1999092970521541,,,
361,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02a0c356-f1ec-4b30-809b-724f4608c773.webm,0.1177,2.349251700680272,,,
362,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02a24fb6-7eef-49ee-ac01-87139e2b3752.webm,0.0482,0.4088888888888889,,,
363,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02a26dd7-f2ea-431b-902d-e66fd45cc128.webm,0.044,0.1393197278911564,,,
364,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02a3db84-b28e-44cc-8949-6ddc82973abf.webm,0.7883,0.8260770975056689,,,
369,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02ac935d-1511-4a21-aa0a-867c803f4118.webm,0.0029,3.940317460317461,,,
376,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02bc3e1c-90f6-4484-a36a-1caf3accec30.webm,0.9863,2.17578231292517,,,
379,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02bf1a5f-4991-4802-8323-1ebcf4d2e233.webm,0.9731,2.350612244897959,,,
381,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02c09e65-2ea5-441d-803a-3149cb49cc7f.webm,0.0569,0.7749206349206349,,,
382,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02c26799-c279-4d46-a8a9-0ef82ccba8ec.webm,0.0584,4.192562358276644,,,
389,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02d9d3f1-0004-4d00-937a-9c26598ab707.webm,0.9972,1.0770068027210884,,,
396,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02e89a51-4d5c-4b7b-ac36-dcd2567de74a.wav,0.0079,6.315827664399093,,,
404,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02f63c3d-4ef7-43a0-b151-ab37d1e3c1b3.webm,0.1947,3.3624036281179137,,,
407,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02fc1795-1917-43f9-8913-22efaf3c64cd.webm,0.0136,3.458775510204082,,,
411,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/02feaeaa-82e9-4175-a604-d0068826ba20.webm,0.0704,0.8331065759637188,,,
414,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/030479e5-741a-4b7c-9f54-e2830b1086ef.webm,0.0237,0.4024489795918367,,,
415,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03049e13-b0d0-486c-a7d7-a3e587c0967f.webm,0.461,1.234920634920635,,,
416,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0304b048-f297-4372-86a3-f1eab23c097d.wav,0.1083,1.1067120181405896,,,
417,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0304e22f-418d-451b-8630-350effa90713.webm,0.0241,7.384081632653062,,,
419,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0306e227-b6c5-4b0c-bed4-e2c9130e7d4a.webm,0.8085,2.3658956916099774,,,
422,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/030e03cb-d3a1-454f-a0ad-b2ba98a7cfeb.webm,0.0071,0.5899773242630385,,,
424,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03109a33-0079-45da-b9be-c45b26527207.wav,0.4486,0.1927437641723356,,,
427,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0315e320-270c-4caf-8d99-1c0f603f112d.webm,0.2819,0.6447165532879818,,,
428,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0317373f-4136-4980-84b8-ca862927b3a7.wav,0.0527,4.876190476190477,,,
429,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/031db289-6d26-44e9-bb7b-3bf74c895154.webm,0.0297,6.030748299319728,,,
431,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0321cdc2-3599-4e91-a36e-8b0a44b0f1cd.webm,0.0206,0.3624036281179138,,,
432,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/032246e5-54af-444e-a82b-1bca916a0dcd.ogg,0.0228,0.8343310657596372,,,
433,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0324ac09-9e71-4907-b189-594b7a4dc7b4.webm,0.0815,3.1533333333333333,,,
435,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/032d8941-5802-4883-a8d0-789971c38062.webm,0.1117,0.6599546485260771,,,
436,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/032e7df9-c964-4120-b738-5cc53eb6152d.webm,0.7759,2.0736961451247167,,,
437,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/032eedc1-ac8a-40cb-9477-abf156ff527d.webm,0.3819,0.0928798185941043,,,
439,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0333e0a7-ea84-41c2-b751-c0fbd89e0e4f.webm,0.5698,2.509342403628118,,,
443,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/033b361a-596c-4581-a84a-7fb1b09395a6.webm,0.1062,0.385578231292517,,,
448,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0340dbec-da99-4d4f-b8ad-a6a31dee2ca6.webm,0.9795,0.5366439909297052,,,
455,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/034a2518-6303-455a-b6d9-896bc567e95e.webm,0.9308,0.4346938775510204,,,
457,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/034ab194-1af2-4f3c-9128-1b82d9f2d98e.webm,0.9812,0.4643990929705215,,,
458,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0352b80b-3c92-44f2-abbf-d6c056e02ee9.webm,0.7897,1.118095238095238,,,
459,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0353cddc-29b3-48e2-bb6b-2293b9fabf96.ogg,0.7683,2.9803174603174605,,,
460,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0354141d-4bdf-4270-91b2-e8811714f328.webm,0.773,3.3081179138321994,,,
468,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0365dc6d-aa38-45e6-baf7-7015810c1555.webm,0.0161,0.7048526077097506,,,
470,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/036821ca-1454-4ba0-93c1-4c3fe82fe9a7.webm,0.0787,0.7186848072562358,,,
471,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0369c200-4fd5-472f-a04b-415ca091901f.webm,0.9778,2.521315192743764,,,
475,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0375b987-0958-45fc-a761-1aa0cb98de6f.webm,0.1809,2.043174603174603,,,
478,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/037b7826-6cd8-4ac0-a4d4-ec9563816e4a.webm,0.0328,7.17718820861678,,,
479,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/037f628e-1a10-4364-8191-9f49191cfe5c.webm,0.0302,8.276916099773242,,,
486,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/038c5b29-8502-419f-8519-86dae1f030a0.webm,0.0105,0.8026757369614512,,,
488,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/038e47f4-22af-48b9-b51b-6b6445a5e7ad.webm,0.126,0.301859410430839,,,
489,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0391f007-68c2-420c-a5cc-b6f4314b2d57.wav,0.1928,0.9351927437641724,,,
493,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/0397e4f9-19a2-43fa-8924-b5e135e1d7ae.webm,0.9828,1.6456689342403628,,,
494,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/039a9170-b492-45bf-9289-29b863f3fc81.webm,0.9823,1.6327437641723357,,,
495,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/039d4fc1-28f7-4b06-bcaa-0de5d48e69c8.webm,0.9978,1.2766439909297052,,,
498,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03a81c51-6167-4045-8746-04e82af983b2.webm,0.1668,0.2786394557823129,,,
500,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03ad0e21-81ba-4617-a218-3070ebe69e3d.webm,0.6635,4.935011337868481,,,
504,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03b3815a-71e9-4b45-a4d0-5e7af01c0880.webm,0.068,9.96,,,
505,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03b3c127-5487-4340-b3c9-b371facc6ca5.webm,0.0107,0.9910204081632652,,,
507,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03b7911f-7d3f-4ec7-b7ef-7549cf990e14.webm,0.0191,4.021043083900227,,,
508,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03b86090-0064-4138-96d9-6ef168586797.webm,0.0867,1.9821315192743765,,,
515,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03c95fac-9565-4a1a-ada2-0bde9f9fc320.webm,0.4997,2.6754195011337867,,,
518,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03cdf3cc-ce0b-4314-85a2-9a5eaecd6288.webm,0.0318,0.3975056689342404,,,
522,F:/DATAS/COUGHVID-public_dataset_v3/coughvid_20211012/03d0f7ca-e854-4b62-bc48-2d773961ec26.webm,0.1925,2.2160090702947848,,,
